brand,name,seller,reviews_rating_number,reviews_amount,old_money,new_money
ASUS,"Notebook Asus Vivobook 15 X1504za-Nj1217 Intel Core I5 1235u 4gb Ram 256gb Ssd Linux Keepos Tela 15,60 Azul",Por Asus ,4.7,(78),2.999,2.459
ASUS,Notebook Asus Zenbook S14 Core Ultra7 258v 32gb 1tb Ssd W11,Por Asus ,3.7,(3),14.999,13.919
DELL,Notebook Dell Core I5 8ª Ger 16gb Ssd 256gb Latitude ,Por Canal Eletro ,5.0,(1),1.999,199
DELL,Notebook Dell Inspiron I15-i120k-a25p I5 8gb 512gb 15.6 W11,,4.8,(1043),3.999,399
,"MacBook Air M2 (2022) 13.6"" silver 8GB de Ram - 256GB SSD - Apple M",,4.9,(496),7.349,734
DELL,Notebook Dell Latitude 3490 Core I5 8a Ssd 256gb 8gb Win10,Por 4Show ,5.0,(5),2.699,269
LENOVO,Notebook Core I7(10ª Ger)16gb Ram 256ssd Bluetooth Hdmi Usbc,,,,2.690,269
ASUS,"Notebook ASUS TUF Gaming A15 FA506NFR RTX 2050 AMD Ryzen 7 7435HS 16Gb Ram 512Gb SSD Windows 11 Home Tela 144Hz nivel IPS 15,6"" FHD Graphite Black - HN060W",Por Asus ,4.6,(9),5.999,5.319
LENOVO,"Lenovo Thinkpad I7 8a 8gb Ssd 240gb Tela 12,5 + Mouse Brinde",,,,2.569,1.850
DELL,Notebook Dell Latitude Core I7-8565u 32gb Ddr4 Ssd 500,,,,2.985,298
HP,Notebook Hp Probook 645 G4 Amd Ryzen 3 2300u 8gb256gb Wifi,,5.0,(2),1.459,145
LENOVO,Notebook Lenovo Thinkpad X1 Carbon Intel I7 8650u 16gb 256gb,,5.0,(1),2.815,2.111
DELL,Notebook Dell Inspiron 5440 Core 7 150u 16gb 512ssd Mx570a Cor Prateado,,,,6.922,6.160
,"Notebook Positivo Vision C15 Lumina Bar Celeron, 8gb 256gb Emmc, Tela 15 Polegadas Hd Antirreflexo, Linux, Tecla Link, Cinza",,4.7,(168),1.718,171
,Tapete Office Mouse Pad Dupla Face Tecido sintético impermeável antiderrapante Macio Geonav Preto E Azul,,4.9,(33),39,3
HP,Notebook Hp Elitebook 840 G7 Core I5 10ª 8gb Ssd 256gb 14 ,,5.0,(2),2.249,224
DELL,Notebook Dell Latitude 3400 Core I5 8a Ssd 256gb 8gb Win10,Por 4Show ,4.8,(13),2.699,269
DELL,"Notebook Inspiron 3511 15.6"" preto 8GB de Ram - 256GB SSD - Intel Core i5",Por Mercado Vendeu ,4.6,(14),3.896,3.467
LENOVO,"Notebook Lenovo Yoga Slim 7i Intel Core Ultra 5 125H 16gb RAM 512gb SSD Windows 11 Home Tela 14"" 83GM0003BR",Por Fast Shop ,5.0,(4),5.506,550
,Notebook Vaio Fe16 Amd Ryzen 55625u 12gb 512g Ssd Linux 16'',Por Eshop ,,,3.849,3.275
, Rhodia Katakana 162100K 80 folhas  quadriculadas 1 assuntos unidade x 1 14.8cm x 21cm cor laranja,,,,55,5
LENOVO,Notebook Lenovo Thinkpad T420 Core I5 2.50ghz 16gb Ssd 256,,5.0,(3),1.499,149
ASUS,"Notebook Gamer ASUS TUF Gaming F15 FX507ZC4 RTX 3050 Intel Core i5 12500H 16Gb Ram 512Gb SSD Linux KeepOS Tela 15,6"" 144Hz Gray - HN232",Por Asus ,4.9,(12),5.799,557
,Baita Notebook Emachines Acer Intel Em Oferta!!,,,,699,69
SAMSUNG,"Samsung Chromebook 4 Intel Dual-Core 4GB 32GB Tela 11.6"" Prata XE310XBA-KT3BR Google Chrome OS HD LED",,4.6,(1550),1.267,122
,"Bloco Rhodia Edição 90 Anos & Paper People 7,2x10,3cm 80 Fls",,,,24,
HP,"Note Hp, Elitebook 840 G6, 14'', Core I5, 8gb, Ssd-256gb",Por OTH Produtos ,5.0,(6),1.890,181
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Cinza-espacial",,4.9,(1083),6.200,620
ACER,Notebook Gamer Acer Nv 7037 I713ªg 16gb 512ssd Rtx4050 Gutta,Por Acer Brasil ,4.8,(101),6.999,6.199
,"Bloco Rhodia Edição 90 Anos & Paper People 10,3x14,6cm 80fls",,,,34,3
ASUS,"Notebook Asus Vivobook Go E1504GA Intel Core I3 N305 4Gb Ram 256Gb Ssd Linux Keepos Tela 15,6 Fhd Silver - Nj447",,4.6,(406),2.399,2.249
,"MacBook Pro MacBook Pro 14"" M3 Pro 14"" space black 18GB de Ram - 512GB SSD - Apple M3",,4.8,(76),13.459,1.293
LENOVO,Notebook Lenovo Thinkpad E14 Ryzen 7 7730u 40gb 512ssd Win11 Preto,,,,3.999,3.759
ASUS,"Notebook Gamer ASUS TUF Gaming F15 FX507ZC4 RTX 3050 Intel Core i5 12500H 8Gb Ram 512Gb SSD Linux KeepOs Tela de 15,60"" 144Hz Mecha Gray - HN100",,4.9,(34),5.490,527
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 512gb W11 Pro,,,,5.641,564
ASUS,"Notebook ASUS TUF Gaming F15 FX507VV RTX4060 Intel Core i7 13620H 8Gb Ram 512Gb SSD Linux KeepOS Tela Nível IPS 15,6"" LED 165Hz Mecha Gray - HQ334",Por Asus ,5.0,(5),9.299,7.949
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,4.6,(164),2.531,1.259
ASUS,"Notebook Gamer Asus Tuf Gaming F15 Fx507vu Rtx4050 Intel Core I7 13620h 16gb Ram 512gb Ssd Windows 11 Home 15,60 Fhd 144hz Ips Cinza - Lp177w",Por Pro4ce ,4.8,(15),9.998,8.899
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.9,(47),3.123,300
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 512gb W11 Pro,,,,5.641,564
ASUS,"Notebook ASUS TUF Gaming F15 FX507VV RTX4060 Intel Core i7 13620H 8Gb Ram 512Gb SSD Linux KeepOS Tela Nível IPS 15,6"" LED 165Hz Mecha Gray - HQ334",Por Asus ,5.0,(5),9.299,7.949
ASUS,Notebook Asus Vivobook 15 Intel Core I5 1235u 16gb 512ssd,Por Asus ,4.0,(4),3.799,3.309
ACER,Notebook Gamer Nitro V15 Anv15-51-57ws I5 Lx 8gb 512gb Ssd,Por Acer Brasil ,4.8,(318),5.299,4.679
DELL,Notebook Dell Latitude 5490 Core I7 8 Geração 16gb Ssd 240gb,,,,3.899,389
,"MacBook Air 13-inch 13"" midnight 8GB de Ram - 256GB SSD - Apple Chip M3",,4.8,(56),9.100,874
,"Notebook Hq Joy, I5 1035g1 8gb Ssd 256gb 15.6 Windows 11",,5.0,(1),2.999,299
ASUS,Notebook Asus Celeron N4020 15.6 128gb W11h X515ma-br933ws,,4.7,(808),2.469,237
ASUS,Notebook Dell Inspiron I3 8gb 256gb 15 Win11,,,,2.900,278
LENOVO,Notebook Lenovo Thinkpad T490 Core I5 8ªger 16gb Ssd 256gb,,4.3,(8),2.398,239
,"Bloco Rhodia Edição 90 Anos & Paper People 20,8x31,6cm 80fls",,,,99,9
DELL,"Notebook Dell Inspiron Intel Core I5 1235U 12ª Geração 16GB RAM, 512 SSD, Linux, Tela 15.6 Full Hd I15-I120K-U30P",,4.8,(130),4.256,425
ACER,Acer Aspire 5 15.6 Fhd I7-12650h Ssd 256gb 8gb Linux Gutta Cor Gamut,,4.7,(138),3.072,295
ACER,Notebook Predator Acer Phn16-71-72w6 Ci7 16gb 512ssd Rtx4060,Por Acer Brasil ,4.7,(35),10.999,8.399
DELL,Notebook Dell Latitude 3490 Core I7 8ger 16gb 512gb Ssd Preto,,3.9,(7),3.999,399
HP,Notebook Hp Elitebook 840 G9 Intel Vpro I5- W11p 256gb,Por HP ,5.0,(1),8.177,4.599
LENOVO,Lenovo Loq-e I5 Rtx 3050 16gb+controle Xbox+gift Card R$50,Por Mobcom ,,,6.656,5.099
ASUS,Notebook Asus Vivobook 15 Intel Core I5 1235u 8gb 512ssd W11,Por Asus ,5.0,(5),3.699,3.129
DELL,Notebook Dell Core I5 8ª Ger 16gb Ssd 256gb Latitude ,Por Canal Eletro ,4.7,(3),1.899,182
LENOVO,Notebook Lenovo V15 G3 Iap/i5-1235u/8gb/ssd256gb/w11pro,,5.0,(1),3.699,369
,Notebook VAIO FE16 Amd Ryzen 7 - 5700u Linux 16gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0811h,Por Vaio ,4.2,(5),4.499,3.579
,"Apple MacBook Pro A2992 14"" space black 18GB de Ram - 512GB SSD M3",,5.0,(6),14.027,1.402
LENOVO,Notebook Lenovo T480 Core I5-8ªth 16gb Ssd 240gb Tela Hd Cor Black - Bom (Recondicionado),,5.0,(17),1.749,174
ASUS,Notebook Asus X515 N4500 16gb Ram Ddr4 512gb Nvme Windows 11,,,,3.299,3.035
,"Notebook Positivo Vision R15 Lumina Bar, Amd Ryzen 5 8gb 256gb, Tela 15 Polegadas Full Hd Antirreflexo, Windows 11 Home Tecla Copilot - Preto",Por Positivo ,4.7,(86),3.999,2.889
ASUS,Notebook Asus Zenbook S14 Oled Ux5406sa Intel Core Ultra 7 256v 16gb Ram 1tb Ssd Windows 11 Home Tela 14 Fhd 120hz Gray - Pz176w,Por Asus ,,,13.999,10.269
ASUS,Notebook Asus Vivobook Pentium Gold 7505 4gb 128ssd W11 Fhd,,4.7,(210),2.289,220
ASUS,"Notebook ASUS VivoBook 16 X1605ZA-MB310 Intel Core i7 1255U 3,5 GHz 8Gb Ram 256Gb SSD Keep OS LED FHD Prata Metálico",,4.8,(95),3.590,345
,Notebook Positivo Vision R15 Ryzen 7 Linux 8gb 256gb Ssd,Por Positivo ,5.0,(5),3.599,2.749
,"Bloco De Notas Rhodia 15,5x22cm Capa Couro Preto",,,,184,18
LENOVO,"Notebook Lenovo I7 8a 8gb Ssd 240gb Tela 12,5 + Mouse Brinde",,,,2.199,1.693
SAMSUNG,Notebook Samsung Galaxy Book4 I3- 1335u 512gb Np754xgj-kg3br,,5.0,(1),4.999,480
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Ouro",,4.9,(1083),5.699,547
HP,Notebook 256-g9 I3 8gb 256gb Ssd 15w11 7z3r2la Hp Cx 1 Un Cor Preto,,4.8,(468),2.849,284
,"MacBook Pro MacBook Pro 16"" M3 Max 16"" preto 48GB de Ram - 1TB SSD - Apple M3",,5.0,(1),29.583,2.958
ASUS,Notebook Gamer Rog Strix G16 G614ji Nvidia Rtx4070 Intel Core I9 13980hx 32gb Ram 1tb Ssd Windows 11 Tela 16 240hz Fhd Gray - N4440w,Por Asus ,4.7,(6),17.999,14.219
LENOVO,Notebook Lenovo Core I5 8gb 256gb Ssd 15.6 Fullhd Win 10 Pro colorido cinza grafite,,5.0,(10),3.799,379
LENOVO,Notebook Lenovo Thinkpad X1 Carbon Intel I7 8650u 16gb 256gb Preto,,,,2.815,281
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core 7, 16gb, 512gb Ssd, Nvidia® Geforce® Mx570, 15.6' Full Hd Led, Fingerprint - Grafite",Por Samsung ,4.8,(86),6.699,6.364
LENOVO,"Lenovo Thinkpad T490 14,0 Fhd (1920 x 1080) 250 nits Ips Anti",,,,2.865,286
ASUS,"Notebook ASUS Vivobook M1502IA-EJ251 AMD Ryzen™ 5 4600H 8GB 256GB SSD Linux Keep OS 15,6"" FHD LED Cor Icelight silver",,4.8,(1010),3.099,297
LENOVO,Notbook Lenovo T480 Intel Core I5-83350u 16gb Ssd 256gb 14,,,,1.749,174
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I7, 16gb, 512gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",,4.8,(324),9.390,939
DELL,Notebook Dell Latitude 3440 Intel Core I5 16g 256ssd Cor Preto,,4.1,(8),4.970,497
ASUS,Computador portátil Asus Zenbook 14 Oled Q415m 14 Touch Intel Ultra 5 Color Gris Oscuro,,5.0,(1),5.899,589
DELL,Notebook Dell Latitude 5440 I5 16 GB de RAM 512 GB Ssd 14 Fhd,,,,5.799,579
HP,Notebook HP Elitebook 640 G10 Intel Core i7 16 GB de RAM 512 GB S,,,,6.283,628
,Notebook Gamer Msi Katana I7 16gb 1tb Ssd 15.6 Rtx 4070 8gb Cor preto,,,,9.891,9.297
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I5, 8gb, 256gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",,4.9,(1149),4.999,3.379
LENOVO,Notebook Lenovo Ideapad 1i Celeron Office 365 4gb 128gb W11,Por 123 Comprou ,4.8,(103),3.665,1.979
ACER,"Notebook Gamer Acer Nitro V ANV15-51-57WS Intel® Core™ i5-13420H 13ªGeração 512SSD 8GB Nvidia® GeForce® RTX 3050 GDDR6 Linux Gutta 15,6'",Por 123 Comprou ,4.8,(2698),8.165,4.499
HP,Notebook HP Elitebook 640 G10 Intel Core i7 16 GB de RAM 512 GB S,,,,6.283,628
,Notebook Gamer Msi Katana I7 16gb 1tb Ssd 15.6 Rtx 4070 8gb Cor preto,,,,9.891,9.297
ACER,Notebook Acer Aspire 3 Intel Core I3 11ª 4gb Ssd 512gb 15.6,,5.0,(20),2.599,249
,"Notebook gamer ROG Strix Scar 17 G733 17.3"" preto 32GB de Ram - 1TB SSD - AMD Ryzen 9",,4.7,(3),32.625,
DELL,Notebook Dell 5410 Tela Full Hd  I5-10ª Ger 16gb Ssd 512gb,,5.0,(1),2.399,239
LENOVO,Lenovo Thinkpad T14 Gen 3 I5 16 Ram 512 Gb Ssd Win 11 Pro,,3.9,(9),4.499,449
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,4.6,(164),2.531,1.259
ACER,"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837",Por INPOWER ,3.5,(6),7.599,5.399
,"Notebook Positivo Vision C15 Lumina Bar Celeron, 8GB 128GB eMMC, Tela 15.6"" HD Antirreflexo, Windows 11, Tecla Link, Cinza",Por Positivo ,4.6,(722),3.331,1.709
DELL,Notebook Dell Latitude 3410 i5-10210U de 8 GB e 256 GB W10pro 14 cores preto,,4.3,(46),3.258,3.095
DELL,Notebook Dell Latitude 3420 Core I5 11ger 16gb 256gb Ssd,Por SLA Informatica ,3.7,(3),3.399,339
,"Notebook VAIO FH15 Intel Core i7 13th 32GB 1TB S SSD Tela 15,6'' Full HD Antirreflexo NVIDIA RTX 3050 Shell Efi Cinza Chumbo VJFH52F11X-B0821H",Por Vaio ,4.5,(33),7.280,728
,Notebook Dell Latitude E5440 14 I3 120gb 4g - Excelente (Recondicionado),,,,1.398,
ASUS,Notebook Asus Intel I7 13th 16gb 512ssd 16'' Fhd Prateado,,,,3.550,341
,"Notebook VAIO FE15, AMD® Ryzen 7, 32GB 512GB SSD, Tela 15,6'' Full HD Antirreflexo, Windows 11 Home - Prata Titânio, VJFE59F11X-B1021H",,4.8,(64),4.799,479
ASUS,"Notebook Asus Vivobook Go 15 E1504ga Intel Core I3 N305 4gb Ram 128gb Ssd Windows 11 Tela 15,6 Fhd Silver - Nj440w",Por Webfones ,4.8,(277),2.999,2.209
LENOVO,"Notebook Lenovo Ideapad 1 Celeron 4gb 128gb Ssd 15,6 W11 Cor Cinza",Por 123 Comprou ,4.6,(2908),3.665,2.159
,"Notebook Positivo Vision i15 Lumina Bar i3-N300, 8GB 512GB SSD, Tela 15 polegadas Full HD Antirreflexo Linux - Cinza",Por Positivo ,4.6,(287),3.998,2.339
LENOVO,"Lenovo Thinkpad E14: Laptop Empresarial De 14'', Amd Ryzen 7 7730u, 16 Gb De Ram, Ssd De 512 Gb, Lector De Huellas Dactilares, Hdmi, Rj45, Wi-fi 6.",,,,4.700,4.324
LENOVO,Notebook Lenovo Ideapad 3i I3-10110u 8gb Ram 256gb Ssd,,,,2.079,207
ASUS,Notebook Asus Zenbook 14 Intel Core Ultra7 16gb 1tb Ssd W11,,4.7,(12),9.906,990
,"Apple MacBook Air (13 polegadas, 2020, Chip M1, 256 GB de SSD, 8 GB de RAM) - Prata",,4.9,(1083),5.684,568
LENOVO,"Notebook Lenovo Ideapad Intel Celeron - N4020, 4GB RAM, 128SSD, Windows 11 Home C/office, Tela Led 15,6"", Cor Cinza - 82VX0001BR",,4.7,(1730),1.961,196
DELL,Notebook Dell Latitude 3420 - I7 11ª - Ssd 512gb  16gb Ram,,5.0,(2),2.899,2.377
,"MacBook Air M1 2020 13"" cinza-espacial 8GB de Ram - 256GB SSD - Apple Chip",,4.9,(237),5.999,576
ASUS,Notebook ASUS Vivobook I3 8GB 512GB Endless X1500EA-EJ3667,,4.6,(236),2.999,299
DELL,Notebook Dell 5420 Core I5 11°th 16gb Ddr4 Ssd 256gb,,,,2.499,249
,"MacBook Air M1 2020 13"" ouro 8GB de Ram - 256GB SSD - Apple M",,4.9,(237),5.899,589
LENOVO,Notebook Lenovo Thinkpad T480 14  I5 8a 8gb Ssd 256gb,,5.0,(5),1.499,149
,"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - M",,4.9,(496),7.620,762
ACER,"Chromebook Acer 315/15,6'/Intel N4020+4 GB de RAM+SSD de 64 GB",,,,1.699,169
HP,Notebook Probook 640 G2 14  Intel Core I5 6a Geração,,,,1.299,129
LENOVO,"Notebook Lenovo V15 Intel Core i7-1255u 16gb 512gb SSD Windows 11 Pro 15""",,5.0,(10),8.990,899
ASUS,"Notebook Asus Amd Ryzen 5 3500u 8gb Vega 8 256gb Ssd 15,6",,4.8,(480),3.004,300
LENOVO,Notebook Lenovo S145 I5 8gb 256gb - Excelente (Recondicionado),,,,2.198,219
ASUS,"Notebook Asus Vivobook Intel Core I3 1215u, 8 GB de RAM, SSD de 128 GB, Full HD, Windows 11 Home",,5.0,(1),2.499,249
HP,"Notebook 256-g8 Hp, Intel Core I3, Wh11, 8gb, 256gb Ssd",,5.0,(3),3.199,319
LENOVO,Notebook Lenovo Thinkpad E14 I5 16gb 512gb Ssd W11 Pro,,3.6,(7),4.799,479
LENOVO,Notebook Lenovo Ideapad 3i I51135g7 8gb 256gb Ssd Intel Iris® Xe W11 15.6 Fhd 82md0007br,,5.0,(4),3.020,302
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 8gb Ssd 256gb Nvme,,5.0,(1),2.499,249
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 16gb Ssd 256gb Nvme,,4.6,(12),2.589,258
,Macbook Pro M4 Pro 14  24gb Ram 512ssd A3401 Envio Imediato,,5.0,(3),17.720,1.703
DELL,Inspiron 14 Plus Snapdragon X1p-64-100 512 GB Ssd 16 GB Ddr5 azul gelo,Por Mercado Vendeu ,,,7.334,6.527
ASUS,"Notebook Asus E510ma-br1348ws Intel Celeron Dual Core N4020 1,1 Ghz 4gb Ram 128gb Emmc Led Hd Windows 11 Home + Office 365 Personal Incluso - Rosa",,4.6,(21),2.649,264
,Notebook Dell Latitude E5470 - Core I5 6200 - 8gb 500gb - Excelente (Recondicionado),,5.0,(1),1.699,
DELL,Notebook Dell Latitude 3400 Core I5 8a Ger 8gb Ssd 240gb 14,,,,1.999,1.779
HP,Notebook Hp Probook 445 G10 Ryzen 5 Série 753u 16gb 512nvme Prateado,,,,3.390,339
,MacBook Air M2 2022 midnight 16GB de Ram - 256GB SSD - Apple M,,5.0,(5),7.858,785
LENOVO,Notebook Lenovo Thinkpad E431 Core I5 8gb Ssd 240 Win 11 Pró,,5.0,(4),1.250,125
DELL,Notebook Dell E7440 I5 4a 8gb Ssd 240gb Hdmi Win10,,5.0,(1),1.387,138
DELL,Notebook Dell 3400 I7 8ª 16gb Ssd 256gb (Recondicionado),,,,2.099,210
HP,Notebook Hp 250 G8 I5-1035 G1 8GB 256GB SSD W10p Cor Cinza-escuro,,,,3.804,380
DELL,"Notebook Dell Vostro 3520 15.6 i5-1235U 8 Ram 256ssd Win 11H, cor preta",,,,3.999,399
