brand,name,seller,reviews_rating_number,reviews_amount,old_money,new_money
DELL,"Notebook Dell Inspiron I15 Intel Core i3 -1215U (12ªGeração), 8GB RAM, 256GB SSD, Linux, Tela 15,6"" FULL HD - I15-I120K-U10P",,4.9,(14),3.525,338
ASUS,"Notebook Asus Vivobook Go 15 E1504ga Intel Core I3 N305 4gb Ram 128gb Ssd Windows 11 Tela 15,6 Fhd Silver - Nj440w",Por Webfones ,4.8,(277),2.999,2.209
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,4.6,(164),2.531,1.259
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.9,(47),3.123,300
LENOVO,Notebook Lenovo P53 I7 9° 16gb Ssd 512gb M2 - Nvidia 4gb,,,,3.700,370
DELL,"Notebook Dell Inspiron I15 Intel Core i3 -1215U (12ªGeração), 8GB RAM, 256GB SSD, Linux, Tela 15,6"" FULL HD - I15-I120K-U10P",,4.9,(14),3.525,338
ACER,Notebook Acer Vero Av15- 51-53ap I5 8gb 256gb Ssd 15.6 Eco,,4.8,(117),3.999,399
ACER,Notebook Acer Aspire 5 A514-54-57hc I5 8gb Ssd 512gb 14 Fhd Ips Windows 11 Pro,,4.8,(462),4.396,422
HP,Notebook Hp Zbook Core I7 10th 32gb 512gb Ssd Quadro Rtx3000 Cinza,,,,4.790,479
DELL,Dell Latitude 3450 I5-1315u 256 Gb Ssd 8gb Ddr5 W11 Cinza Cinza-escuro,,,,4.199,419
LENOVO,Notebook Lenovo V15 Intel Core i5 16gb 512gb W11 Pro 82um0009br Preto,,5.0,(10),4.529,452
LENOVO,Notebook Lenovo Ideapad S145 Ryzen 5 12gb Ram  128gb +500hd,,5.0,(1),1.998,199
DELL,Notebook Dell Latitude 5450 14 Ultra 5 125u 16gb 512gb Ssd cor preta,,,,6.470,647
LENOVO,Notebook Lenovo Yoga 510 I5-6200u 16gb Ssd 240gb Tela Touch,,5.0,(1),2.899,289
LENOVO,Notebook Lenovo Thinkpad L14 G1 Ryzen 5-4650u Pro 8gb 256gb,,5.0,(1),2.289,228
HP,Notebook Dell Latitude 3420 Core I7 11ª G 16gb Ssd 256gb 14,,,,3.700,355
DELL,Notebook Dell Xps 9320 Cor Cinza,,,,10.808,1.080
HP,Notebook Hp 640 G4 Core I5 8° Ger 8gb Ssd 256gb,,4.0,(1),1.799,179
SAMSUNG,"Notebook Samsung Galaxy Book2, Intel Core I3-1215U, 4GB, 256GB SSD, Windows 11 Home, Tela 15.6"" - NP550XED-KT3BR",,4.8,(2769),2.799,279
,MacBook Air MacBook Air preto - Apple Chip,,,,7.100,682
ASUS,"Notebook ASUS Vivobook Intel Core i5 8GB 256GB SSD KeepOS 15,6"" FHD Icelight Silver - X1502ZA-EJ1761",,4.8,(499),3.199,319
HP,Notebook Zbook Fury 17 Polegadas Nvidia Quadro Rtx3000 6gb Cinza,,,,4.590,441
,"Macbook Air 13,6 M2/ 16gb Ram/8cpu/8gpu/256gb Ssd",,,,8.399,839
DELL,"Notebook Dell Latitude E5440 14"" 16GB de Ram 512GB SSD Intel Core i5 Cor Cinza",,,,5.655,565
DELL,Dell Latitude 5450 -i5- 13ª geração// 32 gb// 512 gb Touch Grey,,,,7.800,780
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 8gb 256gb Ssd W11,,,,4.099,409
DELL,Notebook Dell Latitude 5450 Ultra 5 125u 8gb 256gb Ssd,Por Mercado Vendeu ,,,6.555,5.834
DELL,Notebook Dell Latitude 3410 Core I5 10th 8gb 256gb Ssd Nvme,,,,2.195,219
ACER,Notebook Gamer Acer Nitro Anv15-51-50kd Intel Core I5 15.6 P,Por Carrefour ,,,4.793,479
LENOVO,Notebook Lenovo Thinkpad T440 Core I5 4a Ger 8gb Ssd 120gb,,,,1.299,129
,Notebook Dell Latitude 6430 I5 3th Ssd240 8gb - Excelente (Recondicionado),,,,1.399,
,"Macbook Pro 14'' M4 Pro, 12cpu 16gpu 24gb 512gb Envio Hoje",,,,18.299,1.758
DELL,Notebook Dell Latitude E6440 I5 2.70ghz Ssd 120gb 4gb Ram,,,,826,82
DELL,Notebook Dell Latitude 3420 I5 11th Com 16gb 512gb,,,,3.424,329
ASUS,"Notebook Asus Vivo Ryzen 7 7730u 16gb 512ssd 15,6'' Fhd W11 Prateado",,,,3.490,335
,Apple Macbook Air 13/ M3/ 16gb/ 512gb Ssd,,,,10.199,980
LENOVO,Notebook Lenovo Legion Slim 5 Intel Core i7 16gb Ram 512gb Ssd 16'' Windows 11,,4.7,(135),8.458,812
,Alienware M18 R2 Fhd+ 480 hz i9-14900HX 64 GB Rtx 4090 4 TB Cor da lua metálica escura,,,,38.499,3.700
,"Macbook Air 13,6 M2/ 16gb Ram/8cpu/8gpu/256gb Ssd",,,,7.999,768
,Apple Macbook Air 13 M4 16gb Ram | 256gb Ssd | Lacrado Azul-celeste,,,,9.999,961
LENOVO,Notebook Lenovo Thinkpad E14 Intel Ultra 7 16gb 512gb W11pro,,,,7.990,767
LENOVO,Notebook Lenovo Thinkpad T495 Ryzen 5 Pro Ram 16gb Ssd 256gb,,,,2.000,192
DELL,Notebook Dell Core I5 4ª Gen 8gb / Hd/ Hdmi / Com Garantia.,,,,1.395,134
HP,Notebook HP 15-fd0023dx 15.6 Fhd Touch de 256 GB/8 GB I3 W11 - prata,,,,3.399,339
LENOVO,"Notebook Lenovo V15 Intel I5 1235u, 16gb, 512gb Ssd, W11 Pro",,,,4.999,480
DELL,"Notebook Dell 3400: I5-8265u 8gb Ssd 240 Gb, Windows 11",,,,2.899,289
,Macbook Air Retina Processador M2 8gb Ram 512ssd - 2022,,5.0,(1),9.100,910
HP,Notebook Hp Envy X360 2 Em 1 15-ew1058wm I5 8 Gb Ddr4 Touch,,,,4.893,489
,"Notebook VAIO® FE14 Intel® Core™ i3-10110U Linux 4GB RAM 128GB SSD 14"" QHD – Cinza Escuro",,4.5,(54),5.556,534
,Notebook HP Probook 640 G2 prateado - Excelente (Recondicionado),,,,1.599,
,Notebook Dell Latitude E5440 - I5 4310m - 8gb 500gb - Excelente (Recondicionado),,,,1.698,
DELL,Notebook Dell Latitude 3420 Core I5 11ger 8gb 512ssd - Novo,Por SLA Informatica ,4.9,(7),3.599,359
LENOVO,Notebook Lenovo Ideapad 1i Celeron Office 365 4gb 128gb W11,Por 123 Comprou ,4.8,(103),3.665,1.979
ACER,"Notebook Gamer Acer Nitro V ANV15-51-57WS Intel® Core™ i5-13420H 13ªGeração 512SSD 8GB Nvidia® GeForce® RTX 3050 GDDR6 Linux Gutta 15,6'",Por 123 Comprou ,4.8,(2698),8.165,4.499
SAMSUNG,"Notebook Samsung Galaxy Book4, Windows 11 Home, Intel® Core I5, 8gb, 256gb Ssd, 15.6'' Full Hd Led, 1.55 Kg - Grafite",,4.9,(1149),4.999,3.379
DELL,Notebook Dell Latitude 3420 Core I5 11ger 8gb 512ssd - Novo,Por SLA Informatica ,4.9,(7),3.599,359
DELL,Notebook Dell Latitude 5450 Ultra 5 125u 16gb 512gb Ssd,Por Mercado Vendeu ,,,6.800,6.052
,Notebook Dell Latitude 3440 I3 4th 8gb 120gb Ssd - Excelente (Recondicionado),,,,1.489,
,Notebook Dell Latitude 3440 Core I7 4th 8gb Ram Ssd 240gb - Excelente (Recondicionado),,,,1.799,
,"Notebook Latitude 3440 14"" cinza-escuro 4GB de Ram - 500GB HDD - Intel Core i5 - Excelente (Recondicionado)",,,,1.359,
,"Apple Macbook Pro A2141 2019 16'' Core I7 2,6ghz 16gb 512gb ",,4.6,(22),5.699,4.989
LENOVO,"Notebook Lenovo Ideapad 1 Celeron 4gb 128gb Ssd 15,6 W11 Cor Cinza",Por 123 Comprou ,4.6,(2908),3.665,2.159
ACER,"Notebook Gamer Acer Nitro V15 I7-13620h 13ªGen 8gb 512gb Rtx3050 6gb Linux 15.6"" FHD Preto - Anv15-51-7837",Por INPOWER ,3.5,(6),7.599,5.399
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,4.6,(164),2.531,1.259
SAMSUNG,Notebook Galaxy Book2 intel core i7-1255U 8GB RA SSD 512GB 15.6 Full HD Windows 11 grafite NP550XED-KS2BR,Por Login ,4.8,(553),5.299,4.499
LENOVO,Notebook Lenovo Core I7(10ª Ger) 16gb Ram 256 Ssd  Hdmi Usbc,,5.0,(1),2.490,239
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.9,(47),3.123,300
DELL,Notebook Dell Latitude 3410 Core I5 10ger 16gb 500gb Ssd ,Por SLA Informatica ,3.6,(7),3.199,319
HP,Notebook Hp Core I7 10th 32gb Ram 512gb Ssd Tela 14 Full Hd Prateado,,,,2.890,289
DELL,Notebook Dell Latitude E7490 I5-8350u 256gb 8gb - Excelente (Recondicionado),,,,2.288,2.150
ASUS,"Notebook Asus Vivobook Go 15 E1504ga Intel Core I3 N305 4gb Ram 128gb Ssd Windows 11 Tela 15,6 Fhd Silver - Nj440w",Por Webfones ,4.8,(277),2.999,2.209
,"Notebook Positivo Vision i15 Lumina Bar i3-N300, 8GB 512GB SSD, Tela 15 polegadas Full HD Antirreflexo Linux - Cinza",Por Positivo ,4.6,(287),3.998,2.339
,"Notebook Positivo Vision I15 Lumina Bar, Core I3, 11th, 8gb 512gb Ssd, Tela 15 Polegadas, Full Hd Antirreflexo, Windows 11 - Cinza",Por Positivo ,4.8,(12),4.598,2.474
,Notebook Intel Quadcore 6gb Ram Ssd 64gb Tela 14.1 Ips Usb 3,,4.2,(45),1.750,1.487
LENOVO,"Notebook Lenovo Ideapad 1i Celeron N4020 128gb 4gb W11 15,6'",Por 123 Comprou ,,,3.665,1.943
LENOVO,"Lenovo Thinkpad I7 8a 8gb Ssd 480gb Tela 12,5 + Mouse Brinde",,,,2.498,1.998
,Notebook Vaio Core I5 10th 8gb Ram 128gb Ssd Windows 11 Hdmi Cinza-escuro,,,,1.690,162
DELL,"Notebook Dell Alienware M18 R1 18"" cor cinza 64GB - 2TB SSD - 4TB HDD - Intel Core i9",,4.9,(8),34.499,3.315
,Escova De Limpeza Do Teclado Ferramenta Headset Fones Limpos,,4.1,(7),32,3
ASUS,Notebook Asus Vivobook S14 Core Ultra 7 32gb 1tb Ssd W11,Por Asus ,,,11.499,1.149
,Gpd P2 Max 8.9 Polegadas 16gb 512gb,,,,4.500,450
DELL,Notebook Dell Latitude 5420 Core I5 11o 16gb Ddr4 Ssd 256gb,,5.0,(5),3.022,302
,Notebook Compaq Presario Cq-15 14 Hd Celeron N3350 500gb 4gb,,,,929,92
LENOVO,"Lenovo Thinkpad I7 8a 8gb Ssd 240gb Tela 12,5 + Mouse Brinde",,4.8,(10),1.899,1.804
LENOVO,Notebook Lenovo Thinkpad X1 Carbon I7-8th 16gb 256gb +brinde,,,,2.797,2.153
ASUS,Asus Rog Zephyrus G16 Rtx 4070 1 TB cinza-escuro,,,,16.449,1.581
,Hub Adaptador 7 Em 1 Usb-c Thunderboolt Hdmi 4k Geonav,,4.6,(40),299,49
DELL,"Notebook Latitude Dell Latitude 5400 14"" preto 16GB de Ram - 512GB SSD - Intel Core i7",,,,4.299,429
DELL,"Notebook Dell Latitude 5490, Tela 14, I5 8ªger, 8gb Ssd256gb",Por OTH Produtos ,4.8,(8),1.605,154
DELL,Notebook Core I5 Dell Latitude 16gb Ram 256gb Ssd M2,Por Canal Eletro ,3.8,(8),2.599,259
,Notebook Vaio Fe 16 Amd Ryzen 5-5625u Linux 8gb 256gb Ssd Tela 16 Ips Wuxga Antireflexo - Cinza Grafite - Vjfe69f11x-b0411h,Por 123 Comprou ,,,4.998,2.789
HP,"Notebook 240 G7 14"" preto 8GB de Ram - 1TB HDD - Intel Core i5",Por SLA Informatica ,2.7,(3),2.599,259
DELL,Notebook Dell Latitude 5420 Core I5g7 16gb 256gb Ssd+ Brinde,,,,2.998,2.428
DELL,Notebook Dell Latitude E5470 I5 6th 16gb Ddr4 256gb Nvme,,4.3,(3),1.699,169
DELL,Notebook Dell Latitude 5450 14 Ultra 7 165u 32gb 512gb Ssd,,,,9.400,940
LENOVO,Notebook Thinkpad L14 G2 I5 8gb 256gb - Lenov0,,,,3.299,317
ASUS,Notebook Asus Vivobook 16 Intel Core I7 1355u 8gb 512ssd Ips,Por Asus ,,,3.863,3.283
LENOVO,Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 256gb Wpro 14,,,,6.595,659
DELL,Notebook Dell Inspiron 15 (3520) 15.6 FHD 512 GB/16 GB de RAM i5-1235U W11,,5.0,(3),4.225,422
,Notebook Positivo,,,,1.000,96
DELL,Notebook Dell Latitude 5410 I5 10210u 16gb 256ssd - Seminovo,,,,2.249,216
,"Apple Macbook Pro 13, 2020, Chip M1, 256 Gb Ssd 8gb Ram",,4.0,(9),4.805,480
LENOVO,Notebook Lenovo Thinkpad E14 Gen 6 Ultra 7 Memoria 32,,,,7.600,760
SAMSUNG,"Notebook Samsung Book4 I5 1335u 8gb 256gb 15,6 W11p Np754xgj",Por 2Eletro ,5.0,(1),3.800,3.499
HP,Notebook Hp Elitebook 840 G7 Core I5 10° 8gb Ssd 240gb,,4.3,(3),2.498,249
,Notebook Q232a Positivo Motion Gray  Ram 2gb - Ssd 32gb Cinza-escuro,,,,1.499,149
DELL,"Notebook Dell, Xps 9310, 13.4'', Core I7 11th, 16gb, Ssd-1tb",Por OTH Produtos ,5.0,(2),5.490,549
,Apple Macbook Pro 14 Chip M4 16gb 512ssd 2024 Envio Hoje,,5.0,(4),15.599,1.559
,Macbook Air 13  / M1 / 8gb /256gb Ssd/ / Lacrado Na Caixa,,,,5.776,577
,Notebook Multi Ultra Celeron N4020c 4gb 128gb W11 14'' Cinza,Por 123 Comprou ,4.6,(164),2.531,1.259
ASUS,"Notebook Gamer Asus Tuf Gaming F15 Fx507vu Rtx4050 Intel Core I7 13620h 16gb Ram 512gb Ssd Windows 11 Home 15,60 Fhd 144hz Ips Cinza - Lp177w",Por Pro4ce ,4.8,(15),9.998,8.899
,"Notebook Positivo Vision i15 Intel Core i5 11ª gen 8GB RAM 512GB SSD, Lumina Bar Windows 11 Home, Tela 15” Full HD Antirreflexo – Cinza",,4.9,(47),3.123,300
LENOVO,Notebook Lenovo Thinkpad E470 I5 8gb Ram Ssd 480gb,,,,1.699,1.359
DELL,Notebook Dell Intel Ultra 5 135u 16gb Ddr4 Ssd M2 256gb 5450,,,,4.999,499
,Laptop para jogos Msi Claw Processador Intel Core Ultra 7 155h 120 Hz 1920 X 1080 Gaming Handheld 7 Touch Black Color 16 GB de RAM 512 GB SSD Windows 11,,,,4.999,499
DELL,Notebook Dell Inspiron I15-i120k-u25m 15.6  Full Hd 12ª Gera,Por Dell ,4.8,(5),3.749,3.499
SAMSUNG,"Notebook Samsung Galaxy Book3 360 Intel Core I5 1335U, 8GB, 256GB SSD Tela 13.3' Windows11H - NP730QFG-KF2BR",,4.8,(65),5.899,589
DELL,Notebook Dell Latitude 3480 I5 8gb 240 Ssd Win 10 Pro,,,,2.150,206
DELL,Dell Latitude 5400  I5 De 8a Ger 8gb De Ram Ssd 240gb,,,,1.899,190
DELL,Dell Latitude-i5-13a Geração//32gb//512gb,,,,7.800,780
ASUS,"Notebook ASUS ExpertBook B1502CBA Intel Core i5 1235U 8GB Ram 512GB SSD Windows 11 Pro Tela 15,6"" FHD Black - BQ2862X",Por Asus ,,,5.999,4.799
DELL,Notebook Dell Vostro 5510 I7-11390h 16gb 480ssd Nvidia 2gb,,,,3.399,339
LENOVO,Notebook Lenovo Thinkpad L440 I7 4ager 16gb Ssd 256gb,,4.0,(1),1.499,149
LENOVO,Notebook I5 8350u Ssd 240 Gb 16gb Ddr4 Usb C Hdmi Lan T480,,4.9,(15),1.899,189
DELL,Notebook Dell Latitude E6430 I5 16gb Hd 240 Ssd Bat. Nova,,4.5,(4),1.550,1.472
,Notebook Positivo Motion Q4120c Intel 4gb Ram 120gb Ssd,,,,1.099,109
ASUS,"Notebook X543MA 15.6"" cinza-escuro 4GB de Ram - 500GB HDD - Intel Celeron",,3.7,(297),1.549,154
DELL,Notebook Del Latitude 5400 Core I5 8ª Geração 8gb Ssd-256gb,Por OTH Produtos ,4.8,(13),1.990,199
LENOVO,Lenovo Thinkpad X230 8gb Ram 240gb Ssd Windows 10,,,,1.199,119
,Notebook 2am Gaming Core I5 8400 12gb Ddr4 Ssd 256gb Gamer,,,,1.890,189
PHILCO,"Notebook Philco Pnb15 Intel Core I5 Ram 8gb 1tb W10 15,6''",,,,3.999,399
,"MacBook Air 13-inch 13"" space gray 8GB de Ram - 256GB SSD - Apple Chip M3",,4.8,(56),8.990,864
,Notebook Gigabyte Aorus 17 Bsf I7 13700h 1tb 16gb Rtx 4070 Cor Preto,,5.0,(1),14.999,1.499
DELL,Notebook Dell Latitude 5490 Intel Core I5 8ager 128gb 8gb,,5.0,(5),1.499,150
DELL,"Notebook Dell, Lat 5300, 13.3 , Core I5, 16gb, Ssd-256gb",Por OTH Produtos ,,,1.890,181
LENOVO,Notebook Lenovo Ideapad S145 Ryzen 5 12gb Ram 512gb Ssd,,,,2.498,249
HP,Notebook Hp 14-dq0052dx Celeron N4120 4/64gb - 14,,,,2.099,201
DELL,Notebook Dell I5 - Ssd250gb Ram16gb - Funcionando Barato,,,,1.321,132
LENOVO,Notebook Lenovo Thinkpad E14 Ryzen 5 5500u 8gb 256gb,,,,2.629,263
LENOVO,Notebook Lenovo V310 Core  I7 6 Geração 8gb Ram  Ssd 240gb,,,,1.499,145
ASUS,Notebook Asus Vivobook 16 Snapdragon X1 26 100 16gb 1tb W11,Por Mercado Livre ,,,8.235,791
LENOVO,Notebook Lenovo Thinkpad - I5 8th + 16 Gb Ddr4 + 256 Gb Ssd,Por Tech Forte ,5.0,(7),2.299,1.678
,Notebook Vaio Fe 16 Amd Ryzen 7 - 5700u Windows 11 Home 32gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11x-b0921h,Por Vaio ,,,5.999,5.299
,Alienware M16 Qhd+ 165 hz Intel I7 16 GB RTX 4070 SSD de 1 TB cor Dark Metallic Moon,,,,18.849,1.884
,2am E550 Core I7 8gb 256gb Ssd Nvidia 1050,,,,3.500,350
DELL,Computador Portátil Dell 3480 Core I5 8gb Ssd 256 14.6 Hd Cor Preto - Bom (Recondicionado),Por GSOLD ELECTRO ,,,1.599,160
DELL,Notebook Dell Inspiron I15-i120k-a25p I5 8gb 512gb 15.6 W11 - Excelente (Recondicionado),,,,3.890,389
DELL,Notebook Dell Latitude 5440 Core I7 13th 32gb Ram 512gb Ssd,,5.0,(2),6.975,697
DELL,Notebook Dell Latitude - I5 8th  + 16 Gb Ddr4 + 256 Gb Ssd,Por Tech Forte ,4.2,(6),1.999,199
,Notebook Positivo Motion Gray C41tf Intel® Celeron® Dual-core Windows 11 Home 14.1 - Cinza,,,,1.449,140
ASUS,"Notebook Asus Vivobook 15 Core I3 4gb 256ssd W11 15,6 Prata Cor Prateado",,4.8,(99),2.680,268
LENOVO,Notebook Lenovo Thinkpad T420 I5 16gb Ssd 256 Bateria Nova,,,,1.480,148
HP,Notebook Hp 240 G7 Core I5-1035g1 8gb Ddr4 256gb 14,,,,2.499,2.099
LENOVO,Notebook Lenovo Thinkpad E14 I5 8gb 256gb Ssd Windows 11,,3.6,(7),3.999,399
,Notebook Compaq 14' Led Pentium N3700 Quadcore Ssd 240gb 4gb,,,,1.298,125
DELL,Dell Latitude Core I5 8 Geracao + 16 Gb Ddr4 + 256 Gb Ssd M2,Por Tech Forte ,4.6,(33),1.999,1.899
,Notebook Hp Zbook Firefly G8 Processador I7-1185g7 512gb De Armazenamento 32gb De Memóra Ram,,4.0,(1),7.999,
LENOVO,"Notebook Lenovo Thinkpad E14 Black 14, Intel Core I5 1135g7 8 GB De Ram 256 GB Ssd, Intel Iris Xe Graphics Freedos",,,,2.900,290
HP,Notebook Hp Elitebook 840 G3 Core I5 6th 16gb + Ssd+garantia,,3.3,(6),1.349,134
ASUS,"Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 3 7320u 4gb Ram 128gb Ssd Linux Keepos Tela 15,6 Fhd Black - Nj1291",,4.7,(134),2.157,207
